US_Stocks,Intl_Stocks,Bonds,Gold,Crypto,Real_Estate,Cash
-0.005324110722294478,0.004090818774532453,-0.001064928214524633,-0.0021267161088197642,-0.012151094279714725,-0.009479680057007547,0.001024227971980973
-9.744014597320094e-05,-0.004504047587493713,0.0011588451410165937,-0.004614221824809071,-0.021083392801140598,-0.002808700288963334,-0.0011513707641709107
0.020695135019599957,0.018417920848615182,-0.0036552647157835644,0.012921996711271139,0.03922277988686046,0.010968930991157057,0.0010479123218764515
0.0019846994303767134,-0.002970321780531461,-0.0037395722619678147,0.00929843940023179,0.006570814368906297,0.006010052587046001,0.00032030140310785167
0.0024847354494977277,0.014338999133842302,-0.00332528006814339,0.009295125108949007,0.013800632000067219,-0.0005477043237675288,0.0006154288388761054
0.010528878133943695,0.0005584106745744216,0.0035831064361039585,0.013087335382441846,0.03185346716899844,0.015059841159133901,0.00035110475388678663
0.00547504458711037,-0.002939565923390911,0.0046103058847713286,0.010080522876331216,0.0016889566633245244,0.005512641115148394,0.0004330758679214208
0.012336984427766484,0.010788971340874802,0.004469387754094183,0.0039881258534373454,0.04590053341249388,0.014471417804308719,0.0007844901246459495
0.009128723509103652,0.014253486884482964,-3.588335258312663e-05,0.0022526288224054376,0.01933836261815212,0.0011648008712097243,-0.0005859284403659813
0.003000978141235193,0.008471412783421976,0.001055942205628834,-0.009082256891027216,0.035048975952047784,0.0053081719159095465,-0.00035032844094611963
-0.005248231889357678,-0.011235699029287642,0.001356288524519632,0.0017589602612351606,0.0012434316432448794,-0.02444947396230346,0.00018157276480878734
-0.0001311283552268423,-0.0023044219939155107,0.005866668717708558,0.013372170749069793,0.008866233276406999,0.00631811648710963,-5.272252302926744e-05
0.012070133430962972,0.013792214504150585,0.0026631633589173243,-0.0025814906944575484,0.01732350287385416,0.003198107192360521,0.0001681221681606005
0.0026732835275062768,-0.007152884997628145,0.001568302899796854,0.002252734247538334,-0.02752756002664039,-0.005358330685659498,0.00025705861639110656
0.0032114441353965845,-0.0028279016068549637,-0.0023006289067747385,0.00987103043489729,-0.0009575909406829964,0.003975997051060508,6.305023531372395e-06
-0.013902616722326422,-0.0159138252070611,-0.008796918426153906,-0.004481216401646238,0.0023148856496939215,-0.012557805023609349,-9.915680129624296e-05
-0.014974015116770024,-0.01771512038995545,-0.006433360949634919,-0.002351562395421819,0.014373879006696398,-0.012914921242931468,0.0006949890212246767
-0.009244256824194639,-0.010143848219659564,0.0011560062790643942,0.006995464287281638,-0.012695827494391512,-0.017062421538740748,0.0015135769745537298
